Instrument_ID,Asset_Class,Current_Price,Trading_Volume,RSI_14D,Daily_Return
AAPL,Stocks,202.46676635742188,46381600.0,78.99923778083794,0.007783765588379676
AAPL,Stocks,202.01856994628906,43604000.0,69.18177188105312,-0.0022136789123287093
AAPL,Stocks,199.8372039794922,55126100.0,67.17429943969768,-0.010797848768936635
AAPL,Stocks,203.11419677734375,46607700.0,70.3214457472535,0.01639831188885066
AAPL,Stocks,200.65394592285156,72862600.0,34.36270324895119,-0.012112648419101646
AAPL,Stocks,201.869140625,54672600.0,39.09695272210265,0.006056171467545779
AAPL,Stocks,197.9945068359375,60989900.0,75.10162461720503,-0.019193789486923962
AAPL,Stocks,198.412841796875,43904600.0,78.47635318808011,0.002112861450667136
AAPL,Stocks,195.6737060546875,51447300.0,44.40132345220317,-0.01380523416418622
AAPL,Stocks,197.63592529296875,43020700.0,38.76276396899376,0.010028016936178608
AAPL,Stocks,194.86691284179688,38856200.0,50.20632074977713,-0.014010673651904004
AAPL,Stocks,195.80320739746094,45394700.0,50.20632074977713,0.004804789802485221
AAPL,Stocks,200.20574951171875,96813500.0,50.20632074977713,0.022484525012509637
AAPL,Stocks,200.70376586914062,55814300.0,50.20632074977713,0.0024875227541492073
AAPL,Stocks,199.50851440429688,54064000.0,50.20632074977713,-0.005955301634066323
AAPL,Stocks,200.76351928710938,39525700.0,50.20632074977713,0.0062904828225489595
AAPL,Stocks,200.20574951171875,50799100.0,50.20632074977713,-0.0027782426676480343
AAPL,Stocks,200.28543090820312,73188600.0,50.20632074977713,0.0003979975434207361
AAPL,Stocks,204.35926818847656,91912800.0,50.20632074977713,0.020340157852722696
AAPL,Stocks,206.998779296875,78788900.0,50.20632074977713,0.012916033277062144
AAPL,Stocks,211.6005401611328,67941800.0,50.20632074977713,0.022230859910811418
AAPL,Stocks,212.70616149902344,34955800.0,50.20632074977713,0.005225040243511225
AAPL,Stocks,209.12037658691406,50229000.0,50.20632074977713,-0.016857926854769723
AAPL,Stocks,209.1801300048828,42848900.0,68.71148869901765,0.0002857369470350424
AAPL,Stocks,210.3056640625,48749400.0,49.3565480149595,0.005380692982602575
AAPL,Stocks,211.5706787109375,44443600.0,24.385108815298516,0.006015124005702255
AAPL,Stocks,210.32559204101562,39765800.0,72.5173980106664,-0.005884967980950728
AAPL,Stocks,207.79563903808594,38840100.0,50.96466381368992,-0.012028745424552567
AAPL,Stocks,208.28370666503906,42296300.0,73.43302618259531,0.002348786669501113
AAPL,Stocks,209.3295440673828,47490500.0,27.626935961254482,0.005021215625020892
AAPL,Stocks,209.1901092529297,48068100.0,31.556400645441734,-0.0006661019354642361
AAPL,Stocks,210.34552001953125,48974600.0,77.3921890818493,0.005523257149813832
AAPL,Stocks,211.64036560058594,51377400.0,60.48829624761948,0.006155802989930459
AAPL,Stocks,213.5527801513672,46404100.0,28.66212213351063,0.00903615217897702
AAPL,Stocks,213.3037872314453,46989300.0,62.026701820751,-0.001165954944465697
AAPL,Stocks,212.91531372070312,46022600.0,66.35840003463257,-0.0018212218160039706
AAPL,Stocks,213.0348663330078,40268800.0,55.61169942718697,0.0005615031169694529
AAPL,Stocks,213.2041778564453,37858000.0,40.62064963462943,0.000794759685829316
AAPL,Stocks,210.43515014648438,51411700.0,30.520138993577955,-0.012987680343794161
AAPL,Stocks,208.2239227294922,45512500.0,26.04811704523052,-0.010507880529716407
AAPL,Stocks,206.7498016357422,80698400.0,45.71408946758555,-0.00707949919695372
AAPL,Stocks,201.58029174804688,104434500.0,69.41175394498755,-0.025003699383485234
AAPL,Stocks,202.5464630126953,75109300.0,75.81847095971477,0.004792984751981866
AAPL,Stocks,202.11813354492188,44155100.0,71.2988064084437,-0.0021147220316880544
AAPL,Stocks,212.40733337402344,108483100.0,56.75663822976319,0.050906861490558564
AAPL,Stocks,219.16055297851562,90224800.0,54.730493606579266,0.03179372151243287
AAPL,Stocks,228.44374084472656,113854000.0,27.069240404647964,0.0423579323014438
AAPL,Stocks,226.53909301757812,61806100.0,20.635391419677713,-0.008337491848564249
AAPL,Stocks,229.0021209716797,55626200.0,42.50015862574137,0.010872419065924621
AAPL,Stocks,232.6717529296875,69878500.0,60.17831572168976,0.01602444528652036
AAPL,Stocks,232.12330627441406,51916300.0,58.02289620616875,-0.0023571690519698096
AAPL,Stocks,230.93667602539062,56038700.0,36.109115317485724,-0.005112068529734892
AAPL,Stocks,230.23863220214844,37476200.0,63.20831013034569,-0.0030226633346253085
AAPL,Stocks,229.90957641601562,39402600.0,42.82394727326808,-0.0014291944969683223
AAPL,Stocks,225.3723907470703,42263900.0,46.51206990810849,-0.019734652812962383
AAPL,Stocks,224.26551818847656,30621200.0,28.730387179009746,-0.004911305040181113
AAPL,Stocks,227.11746215820312,42477800.0,22.424339776298776,0.01271681885277487
AAPL,Stocks,226.5191650390625,30983100.0,20.67125582891151,-0.0026343069945183872
AAPL,Stocks,228.6630859375,54575100.0,23.294838623466948,0.00946463359101557
AAPL,Stocks,229.8397674560547,31259500.0,56.4799337278485,0.005145918125483151
AAPL,Stocks,231.90391540527344,38074700.0,30.377962016579595,0.00898081290311703
AAPL,Stocks,231.485107421875,39418400.0,30.98732021644505,-0.001805954775134011
AAPL,Stocks,229.07192993164062,44075600.0,78.35936195035192,-0.010424763463666054
AAPL,Stocks,237.7972412109375,66427800.0,50.837747119142776,0.038089831791702666
AAPL,Stocks,239.10354614257812,47549400.0,77.14161159641309,0.005493356125531701
AAPL,Stocks,239.01380920410156,54870400.0,25.929682021899154,-0.00037530576155930806
AAPL,Stocks,237.20892333984375,48999500.0,41.464018339420875,-0.007551387387481734
AAPL,Stocks,233.6888885498047,66313900.0,41.68666740077343,-0.01483938605882873
AAPL,Stocks,226.1501922607422,83440800.0,31.788900137009968,-0.03225954103271722
AAPL,Stocks,229.3810577392578,50208600.0,72.28158557201411,0.014286370691166894
AAPL,Stocks,233.40966796875,55824200.0,69.29024358366777,0.01756295951024689
AAPL,Stocks,236.03224182128906,42699500.0,32.998540902033525,0.011235926409398633
AAPL,Stocks,237.4781494140625,63421100.0,70.74310927742411,0.006125890181851501
AAPL,Stocks,238.3157958984375,46508000.0,46.550158774273385,0.003527257082143187
AAPL,Stocks,237.20892333984375,44249600.0,66.10899124587516,-0.004644562289381149
AAPL,Stocks,244.80740356445312,163741300.0,29.329073917457652,0.032032859968438965
AAPL,Stocks,255.35755920410156,105517400.0,48.673520929704786,0.043095737653501054
